Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2013,S92000003,d,All,d,Males,,Cerebrovascular Disease,1776,,68.6594398997943,,99.64921595891688
2013,S92000003,d,All,d,Females,,Cerebrovascular Disease,2676,,97.6278903473889,,93.64074397094392
2014,S08000015,,All,d,Males,,Cerebrovascular Disease,130,,73.1417768950753,,90.2907291884054
2014,S08000015,,All,d,Females,,Cerebrovascular Disease,203,,104.962177422274,,89.61144199297662
2014,S08000016,,All,d,Males,,Cerebrovascular Disease,40,,72.3078869827726,,76.38010359636844
2014,S08000016,,All,d,Females,,Cerebrovascular Disease,70,,119.207779159074,,91.81940724333224
2014,S08000017,,All,d,Males,,Cerebrovascular Disease,64,,87.8819086852043,,100.81541339519552
2014,S08000017,,All,d,Females,,Cerebrovascular Disease,95,,123.160692292734,,94.41822257720366
2014,S08000019,,All,d,Males,,Cerebrovascular Disease,89,,60.9067579127459,,96.04979855080708
2014,S08000019,,All,d,Females,,Cerebrovascular Disease,147,,95.2843947496354,,95.72490454172087
2014,S08000020,,All,d,Males,,Cerebrovascular Disease,172,,59.3891890958687,,89.20008607119978
2014,S08000020,,All,d,Females,,Cerebrovascular Disease,268,,90.9692639296685,,90.22852733944336
2014,S08000022,,All,d,Males,,Cerebrovascular Disease,122,,77.4775346902486,,93.24835566415868
2014,S08000022,,All,d,Females,,Cerebrovascular Disease,185,,113.312712461336,,91.88044287334696
2014,S08000024,,All,d,Males,,Cerebrovascular Disease,221,,52.9865471712137,,84.71990906380636
2014,S08000024,,All,d,Females,,Cerebrovascular Disease,366,,82.9869873682922,,85.7765061818562
2014,S08000025,,All,d,Males,,Cerebrovascular Disease,5,,46.6026656724765,,59.61392216404062
2014,S08000025,,All,d,Females,,Cerebrovascular Disease,7,,64.5101833932356,,57.5109959529379
2014,S08000026,,All,d,Males,,Cerebrovascular Disease,6,,50.8776392775375,,71.45257355197266
2014,S08000026,,All,d,Females,,Cerebrovascular Disease,13,,113.765642775882,,104.12833835164268
2014,S08000028,,All,d,Males,,Cerebrovascular Disease,10,,74.3826242189824,,77.60722931495415
2014,S08000028,,All,d,Females,,Cerebrovascular Disease,16,,115.89164131537,,74.63598979874601
2014,S08000029,,All,d,Males,,Cerebrovascular Disease,99,,55.6454876568191,,73.14247595020404
2014,S08000029,,All,d,Females,,Cerebrovascular Disease,149,,78.6952434270986,,71.98431739971736
2014,S08000030,,All,d,Males,,Cerebrovascular Disease,122,,60.7348921955664,,74.89490512290259
2014,S08000030,,All,d,Females,,Cerebrovascular Disease,207,,97.2164168940529,,76.52866174907032
2014,S08000031,,All,d,Males,,Cerebrovascular Disease,318,,57.7784722499809,,89.20760748801435
2014,S08000031,,All,d,Females,,Cerebrovascular Disease,505,,85.2735169162395,,83.8228388974526
2014,S08000032,,All,d,Males,,Cerebrovascular Disease,207,,65.6667554912635,,102.5967772459834
2014,S08000032,,All,d,Females,,Cerebrovascular Disease,288,,85.1889538323197,,89.02419058858585
2014,S92000003,d,All,d,Males,,Cerebrovascular Disease,1605,,61.8132661667687,,87.98532939278711
2014,S92000003,d,All,d,Females,,Cerebrovascular Disease,2519,,91.5643731348166,,85.95748312683537
2015,S08000015,,All,d,Males,,Cerebrovascular Disease,135,,76.0225026607876,,92.05825569553294
2015,S08000015,,All,d,Females,,Cerebrovascular Disease,227,,117.60987715726,,100.61461327813082
2015,S08000016,,All,d,Males,,Cerebrovascular Disease,49,,88.6508783673765,,97.16372332676568
2015,S08000016,,All,d,Females,,Cerebrovascular Disease,55,,93.605868236976,,71.96435790749055
2015,S08000017,,All,d,Males,,Cerebrovascular Disease,48,,66.0329339257955,,68.8064778535981
2015,S08000017,,All,d,Females,,Cerebrovascular Disease,85,,110.419724860027,,84.03665702217154
2015,S08000019,,All,d,Males,,Cerebrovascular Disease,101,,68.5614983063274,,97.2320838291801
2015,S08000019,,All,d,Females,,Cerebrovascular Disease,135,,86.9078197724946,,85.95424271097501
2015,S08000020,,All,d,Males,,Cerebrovascular Disease,191,,65.4614000514095,,97.62195427387358
2015,S08000020,,All,d,Females,,Cerebrovascular Disease,291,,98.295867182354,,96.58536848732756
2015,S08000022,,All,d,Males,,Cerebrovascular Disease,143,,90.7061121964834,,109.6810709037198
2015,S08000022,,All,d,Females,,Cerebrovascular Disease,174,,106.521047089649,,86.85593421297459
2015,S08000024,,All,d,Males,,Cerebrovascular Disease,214,,50.7633479139585,,79.03096429164765
2015,S08000024,,All,d,Females,,Cerebrovascular Disease,360,,80.674799881677,,83.91407210969898
2015,S08000025,,All,d,Males,,Cerebrovascular Disease,2,,18.5442744552619,,18.442414587852497
2015,S08000025,,All,d,Females,,Cerebrovascular Disease,8,,73.4956361966008,,62.18109192147457
2015,S08000026,,All,d,Males,,Cerebrovascular Disease,6,,50.9208181278113,,65.01536774803577
2015,S08000026,,All,d,Females,,Cerebrovascular Disease,8,,70.0709468336691,,68.81613596171117
2015,S08000028,,All,d,Males,,Cerebrovascular Disease,10,,74.7719455660236,,85.98179285780199
2015,S08000028,,All,d,Females,,Cerebrovascular Disease,19,,138.726635514019,,94.17592507830727
2015,S08000029,,All,d,Males,,Cerebrovascular Disease,97,,54.4799968547631,,72.42155458874882
2015,S08000029,,All,d,Females,,Cerebrovascular Disease,166,,87.3532491725122,,79.94557177217249
2015,S08000030,,All,d,Males,,Cerebrovascular Disease,125,,61.9468149425629,,78.96144981453959
2015,S08000030,,All,d,Females,,Cerebrovascular Disease,184,,86.2820861507873,,68.95270359233507
2015,S08000031,,All,d,Males,,Cerebrovascular Disease,399,,71.9121050241149,,109.76674227886772
2015,S08000031,,All,d,Females,,Cerebrovascular Disease,565,,94.9506424713384,,93.4286958830092
2015,S08000032,,All,d,Males,,Cerebrovascular Disease,210,,66.455065300013,,95.97292907571628
2015,S08000032,,All,d,Females,,Cerebrovascular Disease,303,,89.5159932286912,,93.606746280039
2015,S92000003,d,All,d,Males,,Cerebrovascular Disease,1730,,66.2716163264149,,92.33013894633991
2015,S92000003,d,All,d,Females,,Cerebrovascular Disease,2580,,93.3926171326222,,87.99522754345656
2016,S08000015,,All,d,Males,,Cerebrovascular Disease,164,,92.3413024628101,,111.35470137890763
2016,S08000015,,All,d,Females,,Cerebrovascular Disease,173,,89.6568165092922,,75.9738619385472
2016,S08000016,,All,d,Males,,Cerebrovascular Disease,42,,75.6538655522732,,85.07695095766908
2016,S08000016,,All,d,Females,,Cerebrovascular Disease,55,,93.1982241502016,,71.97327627749101
2016,S08000017,,All,d,Males,,Cerebrovascular Disease,56,,77.2062371610164,,82.4562770799174
2016,S08000017,,All,d,Females,,Cerebrovascular Disease,62,,80.5330770130022,,60.06293720354691
2016,S08000019,,All,d,Males,,Cerebrovascular Disease,83,,55.9774471586387,,77.97194927509369
2016,S08000019,,All,d,Females,,Cerebrovascular Disease,128,,81.9430751699679,,80.33173104131423
2016,S08000020,,All,d,Males,,Cerebrovascular Disease,198,,67.774564000753,,98.560318404072
2016,S08000020,,All,d,Females,,Cerebrovascular Disease,268,,90.5543072426551,,89.06184651706897
2016,S08000022,,All,d,Males,,Cerebrovascular Disease,107,,67.6508709259318,,78.48342828761379
2016,S08000022,,All,d,Females,,Cerebrovascular Disease,168,,102.604818762024,,81.76015645565553
2016,S08000024,,All,d,Males,,Cerebrovascular Disease,230,,53.8087216919334,,81.31316315890977
2016,S08000024,,All,d,Females,,Cerebrovascular Disease,338,,74.6862294502386,,77.26677930061143
2016,S08000025,,All,d,Males,,Cerebrovascular Disease,7,,64.3382352941177,,67.4399126998261
2016,S08000025,,All,d,Females,,Cerebrovascular Disease,9,,82.0419325432999,,66.78416569381712
2016,S08000026,,All,d,Males,,Cerebrovascular Disease,11,,93.3548332343206,,159.04774091772924
2016,S08000026,,All,d,Females,,Cerebrovascular Disease,7,,61.3120784794605,,56.013678354514376
2016,S08000028,,All,d,Males,,Cerebrovascular Disease,15,,113.045444268596,,116.22100418603576
2016,S08000028,,All,d,Females,,Cerebrovascular Disease,19,,139.388159342675,,89.97923915251022
2016,S08000029,,All,d,Males,,Cerebrovascular Disease,103,,57.3649973266797,,70.0670345030864
2016,S08000029,,All,d,Females,,Cerebrovascular Disease,164,,85.9637903741522,,76.42817140141344
2016,S08000030,,All,d,Males,,Cerebrovascular Disease,148,,73.2082527465461,,88.67093030874855
2016,S08000030,,All,d,Females,,Cerebrovascular Disease,220,,103.137731063678,,81.22187055822386
2016,S08000031,,All,d,Males,,Cerebrovascular Disease,342,,60.9686528423515,,89.79274210813433
2016,S08000031,,All,d,Females,,Cerebrovascular Disease,524,,87.2713706601646,,86.52936579724746
2016,S08000032,,All,d,Males,,Cerebrovascular Disease,210,,66.1965659743346,,95.64804576042508
2016,S08000032,,All,d,Females,,Cerebrovascular Disease,302,,89.0191096320445,,93.07260122381815
2016,S92000003,d,All,d,Males,,Cerebrovascular Disease,1716,,65.3091547374066,,88.93481821142859
2016,S92000003,d,All,d,Females,,Cerebrovascular Disease,2437,,87.7503468425178,,81.83059158823242
2017,S08000015,,All,d,Males,,Cerebrovascular Disease,132,,74.3201396317775,,84.57282706011952
2017,S08000015,,All,d,Females,,Cerebrovascular Disease,187,,96.9917012448133,,79.7612853454175
2017,S08000016,,All,d,Males,,Cerebrovascular Disease,26,,46.6041692806826,,49.544411457225806
2017,S08000016,,All,d,Females,,Cerebrovascular Disease,50,,84.4152555249785,,63.75550460024948
2017,S08000017,,All,d,Males,,Cerebrovascular Disease,46,,63.5148569534961,,61.876065699298074
2017,S08000017,,All,d,Females,,Cerebrovascular Disease,87,,113.316661456705,,82.71195762651534
2017,S08000019,,All,d,Males,,Cerebrovascular Disease,79,,53.0785562632696,,70.161331018397
2017,S08000019,,All,d,Females,,Cerebrovascular Disease,135,,86.1276986678916,,84.07913352997898
2017,S08000020,,All,d,Males,,Cerebrovascular Disease,184,,63.0878051958293,,91.6117702667681
2017,S08000020,,All,d,Females,,Cerebrovascular Disease,260,,88.2184288297825,,85.31268827230798
2017,S08000022,,All,d,Males,,Cerebrovascular Disease,95,,60.0103596831453,,67.96905204813433
2017,S08000022,,All,d,Females,,Cerebrovascular Disease,162,,98.9711883873806,,78.196019102165
2017,S08000024,,All,d,Males,,Cerebrovascular Disease,232,,53.6401302160403,,83.62701078364816
2017,S08000024,,All,d,Females,,Cerebrovascular Disease,308,,67.4052059579199,,68.93287747277205
2017,S08000025,,All,d,Males,,Cerebrovascular Disease,11,,100.502512562814,,91.84786916416684
2017,S08000025,,All,d,Females,,Cerebrovascular Disease,12,,108.548168249661,,88.97872003847607
2017,S08000026,,All,d,Males,,Cerebrovascular Disease,4,,34.0976898815105,,36.782267172295235
2017,S08000026,,All,d,Females,,Cerebrovascular Disease,11,,96.9248391928804,,89.7491933216779
2017,S08000028,,All,d,Males,,Cerebrovascular Disease,11,,82.6446280991735,,82.25766647353652
2017,S08000028,,All,d,Females,,Cerebrovascular Disease,20,,146.627565982405,,87.93998754236853
2017,S08000029,,All,d,Males,,Cerebrovascular Disease,128,,70.9880651315498,,90.67381832490528
2017,S08000029,,All,d,Females,,Cerebrovascular Disease,149,,77.9704654156506,,70.05621673692009
2017,S08000030,,All,d,Males,,Cerebrovascular Disease,135,,66.6446163491586,,76.56775846127596
2017,S08000030,,All,d,Females,,Cerebrovascular Disease,192,,89.9200554507009,,69.08458782870395
2017,S08000031,,All,d,Males,,Cerebrovascular Disease,324,,57.2410856725916,,83.83167963070868
2017,S08000031,,All,d,Females,,Cerebrovascular Disease,457,,75.7772976522303,,74.47201038890572
2017,S08000032,,All,d,Males,,Cerebrovascular Disease,194,,60.9537693936671,,87.23401070538044
2017,S08000032,,All,d,Females,,Cerebrovascular Disease,304,,89.4496492632174,,90.29289583236168
2017,S92000003,d,All,d,Males,,Cerebrovascular Disease,1601,,60.6370488202098,,81.29902578374866
2017,S92000003,d,All,d,Females,,Cerebrovascular Disease,2334,,83.8211528101993,,77.18090377596823
2018,S08000015,,All,d,Males,,Cerebrovascular Disease,145,,81.8210545323221,,90.18637300318808
2018,S08000015,,All,d,Females,,Cerebrovascular Disease,199,,103.401332266412,,84.06724090289774
2018,S08000016,,All,d,Males,,Cerebrovascular Disease,49,,87.5171908767794,,94.13292890478814
2018,S08000016,,All,d,Females,,Cerebrovascular Disease,51,,86.0309373998414,,67.95831837995746
2018,S08000017,,All,d,Males,,Cerebrovascular Disease,58,,80.1980061116411,,70.25066998014577
2018,S08000017,,All,d,Females,,Cerebrovascular Disease,85,,111.156154781676,,83.28204024066638
2018,S08000019,,All,d,Males,,Cerebrovascular Disease,77,,51.6199963798964,,67.91958332450842
2018,S08000019,,All,d,Females,,Cerebrovascular Disease,122,,77.7550461112917,,75.30918384551128
2018,S08000020,,All,d,Males,,Cerebrovascular Disease,202,,69.4807517679756,,94.92179710139162
2018,S08000020,,All,d,Females,,Cerebrovascular Disease,238,,81.0014226300277,,76.7735978223539
2018,S08000022,,All,d,Males,,Cerebrovascular Disease,94,,59.3782966009084,,64.31622636008986
2018,S08000022,,All,d,Females,,Cerebrovascular Disease,162,,99.0868110561308,,77.32871277390876
2018,S08000024,,All,d,Males,,Cerebrovascular Disease,212,,48.5193585374617,,72.92293863218956
2018,S08000024,,All,d,Females,,Cerebrovascular Disease,322,,69.8737715127671,,71.97034482137184
2018,S08000025,,All,d,Males,,Cerebrovascular Disease,6,,54.3527493432376,,65.69893384731256
2018,S08000025,,All,d,Females,,Cerebrovascular Disease,9,,80.7102502017756,,61.23675893755664
2018,S08000026,,All,d,Males,,Cerebrovascular Disease,4,,34.1500896439853,,49.843288876812416
2018,S08000026,,All,d,Females,,Cerebrovascular Disease,6,,53.2056397978186,,49.11318881127142
2018,S08000028,,All,d,Males,,Cerebrovascular Disease,16,,120.782063863516,,118.11376248026444
2018,S08000028,,All,d,Females,,Cerebrovascular Disease,15,,110.432157844364,,74.75452324515099
2018,S08000029,,All,d,Males,,Cerebrovascular Disease,111,,61.4549883733806,,76.76527780371896
2018,S08000029,,All,d,Females,,Cerebrovascular Disease,152,,79.4605049924199,,70.20321452204766
2018,S08000030,,All,d,Males,,Cerebrovascular Disease,105,,51.8042686717386,,57.581564539669934
2018,S08000030,,All,d,Females,,Cerebrovascular Disease,179,,83.8823959436535,,64.87077574730276
2018,S08000031,,All,d,Males,,Cerebrovascular Disease,329,,57.7439153884902,,85.03475840931135
2018,S08000031,,All,d,Females,,Cerebrovascular Disease,449,,74.1875308770486,,73.37849238771898
2018,S08000032,,All,d,Males,,Cerebrovascular Disease,214,,67.0800132906195,,91.76083847039146
2018,S08000032,,All,d,Females,,Cerebrovascular Disease,224,,65.8478796394829,,67.24981060221226
2018,S92000003,d,All,d,Males,,Cerebrovascular Disease,1622,,61.236409160393,,79.74513610585063
2018,S92000003,d,All,d,Females,,Cerebrovascular Disease,2213,,79.3375085010875,,73.01200235072547
2019,S08000015,,All,d,Males,,Cerebrovascular Disease,128,,72.2963699314879,,83.48522229202837
2019,S08000015,,All,d,Females,,Cerebrovascular Disease,205,,106.598166511536,,86.3158702414164
2019,S08000016,,All,d,Males,,Cerebrovascular Disease,48,,85.5264330132031,,82.08321250397847
2019,S08000016,,All,d,Females,,Cerebrovascular Disease,51,,85.8773805715056,,67.2007814693887
2019,S08000017,,All,d,Males,,Cerebrovascular Disease,57,,78.6912404224477,,71.29325215308279
2019,S08000017,,All,d,Females,,Cerebrovascular Disease,87,,113.837095191364,,82.28956798217159
2019,S08000019,,All,d,Males,,Cerebrovascular Disease,74,,49.4563147025604,,59.4596990979564
2019,S08000019,,All,d,Females,,Cerebrovascular Disease,140,,89.1645914669486,,83.98202568178209
2019,S08000020,,All,d,Males,,Cerebrovascular Disease,137,,47.033297514788,,64.7367294878244
2019,S08000020,,All,d,Females,,Cerebrovascular Disease,262,,88.9894265616456,,82.81721370127167
2019,S08000022,,All,d,Males,,Cerebrovascular Disease,109,,68.8518169931338,,69.82863399375388
2019,S08000022,,All,d,Females,,Cerebrovascular Disease,155,,94.8656274290191,,73.70102492019123
2019,S08000024,,All,d,Males,,Cerebrovascular Disease,200,,45.2362804016077,,65.95593915992539
2019,S08000024,,All,d,Females,,Cerebrovascular Disease,283,,60.8004606225709,,62.09362346914179
2019,S08000025,,All,d,Males,,Cerebrovascular Disease,6,,54.1223164351434,,52.11075956995316
2019,S08000025,,All,d,Females,,Cerebrovascular Disease,9,,80.4721030042918,,62.50560410742994
2019,S08000026,,All,d,Males,,Cerebrovascular Disease,2,,17.1159606332905,,17.39391634323649
2019,S08000026,,All,d,Females,,Cerebrovascular Disease,3,,26.7022696929239,,23.77295966870799
2019,S08000028,,All,d,Males,,Cerebrovascular Disease,9,,68.2024856016975,,59.76914948431185
2019,S08000028,,All,d,Females,,Cerebrovascular Disease,15,,110.913930789707,,68.96795124951103
2019,S08000029,,All,d,Males,,Cerebrovascular Disease,108,,59.532340392693,,69.74508844340306
2019,S08000029,,All,d,Females,,Cerebrovascular Disease,184,,95.7654994378982,,83.26494735555886
2019,S08000030,,All,d,Males,,Cerebrovascular Disease,126,,61.8918268404222,,66.13169740178539
2019,S08000030,,All,d,Females,,Cerebrovascular Disease,205,,95.8441060550098,,72.17916199193328
2019,S08000031,,All,d,Males,,Cerebrovascular Disease,314,,54.6377724493383,,77.75504185102058
2019,S08000031,,All,d,Females,,Cerebrovascular Disease,403,,66.2364856202726,,64.29347665826607
2019,S08000032,,All,d,Males,,Cerebrovascular Disease,174,,54.3077941047953,,70.56587084574075
2019,S08000032,,All,d,Females,,Cerebrovascular Disease,260,,76.133808095952,,74.53816811305033
2019,S92000003,d,All,d,Males,,Cerebrovascular Disease,1492,,56.0269740589853,,70.56889895556557
2019,S92000003,d,All,d,Females,,Cerebrovascular Disease,2262,,80.7771461384275,,73.12737819995378
2020,S08000015,,All,d,Males,,Cerebrovascular Disease,154,,87.3010923974354,,89.80213278911995
2020,S08000015,,All,d,Females,,Cerebrovascular Disease,202,,105.434028049627,,83.85481974461311
2020,S08000016,,All,d,Males,,Cerebrovascular Disease,38,,67.7941911082566,,60.77429199213939
2020,S08000016,,All,d,Females,,Cerebrovascular Disease,55,,92.9242414002838,,68.66272001085473
2020,S08000017,,All,d,Males,,Cerebrovascular Disease,53,,73.4326290266713,,62.46380548324735
2020,S08000017,,All,d,Females,,Cerebrovascular Disease,72,,94.5937068908888,,67.7901971343778
2020,S08000019,,All,d,Males,,Cerebrovascular Disease,86,,57.6712870755963,,68.87713896049125
2020,S08000019,,All,d,Females,,Cerebrovascular Disease,129,,82.2656862807619,,76.38941997703047
2020,S08000020,,All,d,Males,,Cerebrovascular Disease,159,,54.6297886961003,,71.3354663226531
2020,S08000020,,All,d,Females,,Cerebrovascular Disease,220,,74.7028862478778,,69.32978131495614
2020,S08000022,,All,d,Males,,Cerebrovascular Disease,123,,77.7727896404115,,79.11628154325362
2020,S08000022,,All,d,Females,,Cerebrovascular Disease,150,,92.1902561045315,,70.34438899778696
2020,S08000024,,All,d,Males,,Cerebrovascular Disease,217,,48.8015508548143,,71.94858277995796
2020,S08000024,,All,d,Females,,Cerebrovascular Disease,261,,55.7892576822449,,57.401550013623904
2020,S08000025,,All,d,Males,,Cerebrovascular Disease,6,,53.7682588045524,,50.18603183007667
2020,S08000025,,All,d,Females,,Cerebrovascular Disease,12,,106.752068321324,,80.63264916213187
2020,S08000026,,All,d,Males,,Cerebrovascular Disease,4,,34.447123665174,,37.00595940855681
2020,S08000026,,All,d,Females,,Cerebrovascular Disease,5,,44.412861964825,,38.374601881880714
2020,S08000028,,All,d,Males,,Cerebrovascular Disease,11,,84.1557646698799,,69.56758483317819
2020,S08000028,,All,d,Females,,Cerebrovascular Disease,18,,134.03827537419,,81.98133098470859
2020,S08000029,,All,d,Males,,Cerebrovascular Disease,131,,72.0774254603877,,84.99608219581908
2020,S08000029,,All,d,Females,,Cerebrovascular Disease,182,,94.6039369792235,,80.92285471804344
2020,S08000030,,All,d,Males,,Cerebrovascular Disease,130,,64.0094537039317,,68.5719091059205
2020,S08000030,,All,d,Females,,Cerebrovascular Disease,226,,105.877116956736,,80.70403130341654
2020,S08000031,,All,d,Males,,Cerebrovascular Disease,349,,60.5356275584542,,87.9703884321258
2020,S08000031,,All,d,Females,,Cerebrovascular Disease,467,,76.7183598370351,,75.40968159809755
2020,S08000032,,All,d,Males,,Cerebrovascular Disease,214,,66.7923444737138,,88.92049661356677
2020,S08000032,,All,d,Females,,Cerebrovascular Disease,258,,75.534892435971,,73.65999360690505
2020,S92000003,d,All,d,Males,,Cerebrovascular Disease,1675,,62.8467829200829,,78.17040255814437
2020,S92000003,d,All,d,Females,,Cerebrovascular Disease,2257,,80.5844640865356,,72.6356918103729
2011,S08000015,,under75 years,,Males,,Cerebrovascular Disease,35,,21.0522516886913,,20.951675721947577
2011,S08000015,,under75 years,,Females,,Cerebrovascular Disease,27,,15.3988296889436,,14.57760909552419
2011,S08000016,,under75 years,,Males,,Cerebrovascular Disease,12,,23.6695727642116,,23.73911809725924
2011,S08000016,,under75 years,,Females,,Cerebrovascular Disease,8,,15.3022188217292,,13.494305616249807
2011,S08000017,,under75 years,,Males,,Cerebrovascular Disease,15,,22.3683621885206,,19.80818588774491
2011,S08000017,,under75 years,,Females,,Cerebrovascular Disease,13,,18.7988952033896,,16.04303127332719
2011,S08000019,,under75 years,,Males,,Cerebrovascular Disease,29,,21.3155360857326,,25.386685973388165
2011,S08000019,,under75 years,,Females,,Cerebrovascular Disease,18,,12.8338585708785,,13.3607874008496
2011,S08000020,,under75 years,,Males,,Cerebrovascular Disease,56,,21.1291253674015,,26.546474555704386
2011,S08000020,,under75 years,,Females,,Cerebrovascular Disease,33,,12.5690344696248,,14.043455354021669
2011,S08000022,,under75 years,,Males,,Cerebrovascular Disease,28,,19.1354860755168,,19.35969076061339
2011,S08000022,,under75 years,,Females,,Cerebrovascular Disease,35,,23.7618384873893,,21.77202945487576
2011,S08000024,,under75 years,,Males,,Cerebrovascular Disease,66,,17.1647031286573,,22.61052287103192
2011,S08000024,,under75 years,,Females,,Cerebrovascular Disease,49,,12.4566559217417,,15.027307184865244
2011,S08000025,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,9.116072464488756
2011,S08000025,,under75 years,,Females,,Cerebrovascular Disease,,c,,c,19.19776300290661
2011,S08000026,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,12.21001221001221
2011,S08000026,,under75 years,,Females,,Cerebrovascular Disease,,c,,c,20.423698280304016
2011,S08000028,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,13.611619055347028
2011,S08000028,,under75 years,,Females,,Cerebrovascular Disease,,c,,c,13.803033547516703
2011,S08000029,,under75 years,,Males,,Cerebrovascular Disease,37,,22.3775885426747,,24.53778127559415
2011,S08000029,,under75 years,,Females,,Cerebrovascular Disease,25,,14.6350315823982,,15.340717022474946
2011,S08000030,,under75 years,,Males,,Cerebrovascular Disease,34,,18.4852933181102,,20.172535531906195
2011,S08000030,,under75 years,,Females,,Cerebrovascular Disease,40,,21.1485793441826,,21.31287472526207
2011,S08000031,,under75 years,,Males,,Cerebrovascular Disease,139,,27.0095388364135,,33.113865434969696
2011,S08000031,,under75 years,,Females,,Cerebrovascular Disease,92,,17.1601131821378,,19.790535849410983
2011,S08000032,,under75 years,,Males,,Cerebrovascular Disease,77,,25.9346581340519,,30.36640553079335
2011,S08000032,,under75 years,,Females,,Cerebrovascular Disease,62,,20.0562221194251,,21.6183587539403
2011,S92000003,d,under75 years,,Males,,Cerebrovascular Disease,532,,22.0717489496212,,25.546791161350868
2011,S92000003,d,under75 years,,Females,,Cerebrovascular Disease,408,,16.4649242633661,,17.597951239712156
2012,S08000015,,under75 years,,Males,,Cerebrovascular Disease,40,,24.1451121238644,,24.155024212923983
2012,S08000015,,under75 years,,Females,,Cerebrovascular Disease,33,,18.887795050253,,17.5864038960056
2012,S08000016,,under75 years,,Males,,Cerebrovascular Disease,5,,9.88669843592431,,10.081511225075916
2012,S08000016,,under75 years,,Females,,Cerebrovascular Disease,5,,9.60190501795556,,8.28263532283608
2012,S08000017,,under75 years,,Males,,Cerebrovascular Disease,16,,23.9955608212481,,21.033669834710217
2012,S08000017,,under75 years,,Females,,Cerebrovascular Disease,11,,16.0163075131043,,13.631904358753667
2012,S08000019,,under75 years,,Males,,Cerebrovascular Disease,20,,14.6645842956967,,17.061910519804755
2012,S08000019,,under75 years,,Females,,Cerebrovascular Disease,28,,19.9570922516589,,20.810816695670887
2012,S08000020,,under75 years,,Males,,Cerebrovascular Disease,47,,17.6350299232689,,20.44166401789568
2012,S08000020,,under75 years,,Females,,Cerebrovascular Disease,56,,21.1868414581087,,23.209589667710077
2012,S08000022,,under75 years,,Males,,Cerebrovascular Disease,19,,13.1334287234999,,11.9594487166449
2012,S08000022,,under75 years,,Females,,Cerebrovascular Disease,26,,17.7382381836044,,16.350902630289088
2012,S08000024,,under75 years,,Males,,Cerebrovascular Disease,54,,13.9499918625047,,18.194576014857088
2012,S08000024,,under75 years,,Females,,Cerebrovascular Disease,52,,13.0959606516751,,15.576841531851382
2012,S08000025,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,17.335812001866532
2012,S08000025,,under75 years,,Females,,Cerebrovascular Disease,,c,,c,8.512614146416965
2012,S08000026,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,20.36990037653595
2012,S08000026,,under75 years,,Females,,Cerebrovascular Disease,0,,0,,0
2012,S08000028,,under75 years,,Males,,Cerebrovascular Disease,,c,,c,61.93182441903948
2012,S08000028,,under75 years,,Females,,Cerebrovascular Disease,,c,,c,20.71489278312306
2012,S08000029,,under75 years,,Males,,Cerebrovascular Disease,32,,19.3298579859496,,20.696162584093585
2012,S08000029,,under75 years,,Females,,Cerebrovascular Disease,22,,12.8633155780599,,13.3056294566992
2012,S08000030,,under75 years,,Males,,Cerebrovascular Disease,38,,20.5890639561345,,22.470243264325163
2012,S08000030,,under75 years,,Females,,Cerebrovascular Disease,42,,22.175758727745,,21.834459565402607
2012,S08000031,,under75 years,,Males,,Cerebrovascular Disease,104,,20.1788153483174,,25.188232563216665
2012,S08000031,,under75 years,,Females,,Cerebrovascular Disease,92,,17.1522109572798,,19.42164671271078
2012,S08000032,,under75 years,,Males,,Cerebrovascular Disease,75,,25.2770363180458,,28.78653784297509
2012,S08000032,,under75 years,,Females,,Cerebrovascular Disease,62,,20.0723901036642,,21.47915754603405
2012,S92000003,d,under75 years,,Males,,Cerebrovascular Disease,463,,19.1853558137636,,21.722551365536837
2012,S92000003,d,under75 years,,Females,,Cerebrovascular Disease,433,,17.4466768311355,,18.38207128556325
2013,S08000015,,under75 years,,Males,,Cerebrovascular Disease,35,,21.2400551027715,,20.136436302853152
2013,S08000015,,under75 years,,Females,,Cerebrovascular Disease,36,,20.6860886054129,,18.76344354626903
2013,S08000016,,under75 years,,Males,,Cerebrovascular Disease,9,,17.8013370782072,,17.026073479600427
2013,S08000016,,under75 years,,Females,,Cerebrovascular Disease,11,,21.1363680033818,,17.584458740844948
2013,S08000017,,under75 years,,Males,,Cerebrovascular Disease,15,,22.6288714227526,,19.487935338268382
2013,S08000017,,under75 years,,Females,,Cerebrovascular Disease,16,,23.4106372082815,,19.375929921806623
2013,S08000019,,under75 years,,Males,,Cerebrovascular Disease,30,,21.9670786714311,,23.74077040535995
2013,S08000019,,under75 years,,Females,,Cerebrovascular Disease,23,,16.3946111625918,,17.248122583788184
2013,S08000020,,under75 years,,Males,,Cerebrovascular Disease,45,,16.6936857061244,,20.057715777976966
2013,S08000020,,under75 years,,Females,,Cerebrovascular Disease,40,,15.01743900104,,16.755545218394253
